POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
Date palm fiber,Phosphate,6.8,NaN,4.35,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
nPAC,Aluminum,NaN,NaN,9.958,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
CTEPA,Arsenic,NaN,5,32.5,Environ. Process. (2015) 2:145–172,deepseek-v4-flash (pdf2text),Modeling_of_Arsenic_III_Removal_by_Evolutionary_Genetic_Programming_and_Least_Square_Support_Vector_Machine_Models
CTEPA,Arsenic,NaN,25,75.9,Environ. Process. (2015) 2:145–172,deepseek-v4-flash (pdf2text),Modeling_of_Arsenic_III_Removal_by_Evolutionary_Genetic_Programming_and_Least_Square_Support_Vector_Machine_Models
CTEPA,Arsenic,NaN,50,136.5,Environ. Process. (2015) 2:145–172,deepseek-v4-flash (pdf2text),Modeling_of_Arsenic_III_Removal_by_Evolutionary_Genetic_Programming_and_Least_Square_Support_Vector_Machine_Models
CTEPA,Arsenic,NaN,NaN,124.8,Environ. Process. (2015) 2:145–172,deepseek-v4-flash (pdf2text),Modeling_of_Arsenic_III_Removal_by_Evolutionary_Genetic_Programming_and_Least_Square_Support_Vector_Machine_Models
CTEPA,Arsenic,NaN,NaN,201.4,Environ. Process. (2015) 2:145–172,deepseek-v4-flash (pdf2text),Modeling_of_Arsenic_III_Removal_by_Evolutionary_Genetic_Programming_and_Least_Square_Support_Vector_Machine_Models
CTEPA,Arsenic,NaN,NaN,358.4,Environ. Process. (2015) 2:145–172,deepseek-v4-flash (pdf2text),Modeling_of_Arsenic_III_Removal_by_Evolutionary_Genetic_Programming_and_Least_Square_Support_Vector_Machine_Models
GASC,AY36,2,50,84.72,"""Hassaan et al. 2025""",deepseek-v4-flash (pdf2text),Modeling_studies_of_the_adsorption_of_Methyl_Red_and_Acid_Yellow_36_dyes_by_sulphonated_Ulva_lactuca_carbon
GASC,AY36,2,150,182.36,"""Hassaan et al. 2025""",deepseek-v4-flash (pdf2text),Modeling_studies_of_the_adsorption_of_Methyl_Red_and_Acid_Yellow_36_dyes_by_sulphonated_Ulva_lactuca_carbon
GASC,MR,2,50,72.85,"""Hassaan et al. 2025""",deepseek-v4-flash (pdf2text),Modeling_studies_of_the_adsorption_of_Methyl_Red_and_Acid_Yellow_36_dyes_by_sulphonated_Ulva_lactuca_carbon
GASC,MR,2,150,197.89,"""Hassaan et al. 2025""",deepseek-v4-flash (pdf2text),Modeling_studies_of_the_adsorption_of_Methyl_Red_and_Acid_Yellow_36_dyes_by_sulphonated_Ulva_lactuca_carbon
GASC,AY36,2,150,90.09,"""Hassaan et al. 2025""",deepseek-v4-flash (pdf2text),Modeling_studies_of_the_adsorption_of_Methyl_Red_and_Acid_Yellow_36_dyes_by_sulphonated_Ulva_lactuca_carbon
GASC,MR,2,150,97.01,"""Hassaan et al. 2025""",deepseek-v4-flash (pdf2text),Modeling_studies_of_the_adsorption_of_Methyl_Red_and_Acid_Yellow_36_dyes_by_sulphonated_Ulva_lactuca_carbon
polyacrylamide,lead,4,400,37.0,PAA-Z,deepseek-v4-flash (pdf2text),Modification_of_PolyacrylamideβZeolite_Composite_by_Phytic_Acid_for_the_Removal_of_Lead_from_Aqueous_Solutions
polyacrylamide,lead,4,400,60.0,PAA-Z-Phy,deepseek-v4-flash (pdf2text),Modification_of_PolyacrylamideβZeolite_Composite_by_Phytic_Acid_for_the_Removal_of_Lead_from_Aqueous_Solutions
algae-Mo,phosphate,5,30,19.23,10.1007/s13205-016-0570-z,deepseek-v4-flash (pdf2text),Modification_of_Sargassum_angustifolium_by_molybdate_during_a_facile_cultivation_for_high-rate_phosphate_removal_from_wastewater_structural_characterization_and_adsorptive_behavior
algae-Mo,phosphate,5,50,51.4,10.1007/s13205-016-0570-z,deepseek-v4-flash (pdf2text),Modification_of_Sargassum_angustifolium_by_molybdate_during_a_facile_cultivation_for_high-rate_phosphate_removal_from_wastewater_structural_characterization_and_adsorptive_behavior
algae-Mo,phosphate,5,70,101.35,10.1007/s13205-016-0570-z,deepseek-v4-flash (pdf2text),Modification_of_Sargassum_angustifolium_by_molybdate_during_a_facile_cultivation_for_high-rate_phosphate_removal_from_wastewater_structural_characterization_and_adsorptive_behavior
algae-Mo,phosphate,5,NaN,149.25,10.1007/s13205-016-0570-z,deepseek-v4-flash (pdf2text),Modification_of_Sargassum_angustifolium_by_molybdate_during_a_facile_cultivation_for_high-rate_phosphate_removal_from_wastewater_structural_characterization_and_adsorptive_behavior
PVA,Congo red,1,75,18.44,10.24845/ijfac.v10.i2.117,deepseek-v4-flash (pdf2text),Modification_of_SiO2_from_Rice_Husk_with_Polyvinyl_Alcohol_PVA_as_Adsorbent_of_Congo_Red_Dye
PVA,Congo red,NaN,NaN,14.31,10.24845/ijfac.v10.i2.117,deepseek-v4-flash (pdf2text),Modification_of_SiO2_from_Rice_Husk_with_Polyvinyl_Alcohol_PVA_as_Adsorbent_of_Congo_Red_Dye
"""Modified cationic cellulose derived from coconut""","""Congo red""",NaN,NaN,19.372,"""Cocos (2021)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Modified cationic cellulose derived from coconut""","""Tartrazin""",NaN,NaN,18.412,"""Cocos (2021)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Ortho-phosphoric acid modified coconut husk""","""Rhodamine B dye""",NaN,NaN,1666.67,"""Bello et al. (2019a)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H2SO4 modified coconut shell""","""Methylene blue""",NaN,NaN,50.6,"""Jawad et al. (2020)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Acid activated Posidonia oceanica (sea grass)""","""Methylene blue""",NaN,NaN,2681.9,"""Elmorsi et al. (2019)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Acid/thermal-treated rice husk""","""Methylene blue""",NaN,NaN,103.11,"""Moeinian and Mehdinia (2019)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""NaOH-treated Rice husk""","""Paracetamol""",NaN,NaN,20.964,"""George Nche et al. (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Rice straw biomass""","""Doxycycline""",NaN,NaN,432.90,"""Zeng et al. (2018)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Rice straw biomass""","""Ciprofloxacin""",NaN,NaN,131.58,"""Zeng et al. (2018)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Acetic acid/hydrogen peroxide-treated rice husk""","""Indigo carmine dye""",NaN,NaN,9.275,"""Jain et al. (2006b)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""KOH-activated pomegranate fruit peels""","""Methylene blue dye""",NaN,NaN,235.58,"""Ahmad et al. (2021c)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Functionalized bean husk""","""Ibuprofen""",4.75,NaN,50.0,"""Bello et al. (2019c)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Functionalized locust bean pod""","""Rhodamine B dye""",4.75,NaN,1111.1,"""Bello et al. (2019b)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Functionalized Gmelina aborea leaf""","""Rhodamine B dye""",4.75,NaN,1000,"""Bello et al. (2020a)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Functionalized lemon grass""","""Methylene blue dye""",NaN,NaN,342.9,"""Ahmad et al. (2021a)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""KOH modified mango (Mangifera indica) pod""","""Rhodamine B dye""",NaN,NaN,500,"""Bello et al. (2021)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Chemically activated banana stalk""","""Lumefantrine""",NaN,NaN,102.1,"""Agboola et al. (2021)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Modified orange peels""","""Ibuprofen""",NaN,NaN,49.30,"""Bello et al. (2020b)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""HCl-modified Azolla filiculoides""","""Acid Green 3 dye""",NaN,NaN,37.5,"""Balarak et al. (2016)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""PVA coated activated carbon from Crotolariaburhia and Opuntia dellinii""","""Azo dye""",NaN,NaN,19.23,"""Gehlot et al. (2011)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""PVA coated activated carbon from Crotolariaburhia and Opuntia dellinii""","""Azo dye""",NaN,NaN,19.23,"""Gehlot et al. (2009)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Modified Moringa oleifera seed pod""","""Paracetamol""",NaN,NaN,20.284,"""Ogunmodede et al. (2021)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""KOH-activated Pomegranate fruit peels""","""Ciprofloxacin""",NaN,NaN,2.353,"""Elhag Elhussien (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""NH4Cl Activated Pomegranate fruit peels""","""Acetaminophen""",NaN,NaN,233,"""Mashayekh-Salehi and Moussavi (2016)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H2SO4 modified Indian almond leaf""","""Dicloxacillin""",NaN,NaN,71.04,"""Sunsandee et al. (2020)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified Ayous sawdust""","""Phenacetin""",NaN,NaN,5.33,"""Ngakou et al. (2019)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified Cucurbitaceae peelings""","""Phenacetin""",NaN,NaN,15.43,"""Ngakou et al. (2019)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Thermally/Microwave-activated Tea waste""","""Acetaminophen""",NaN,NaN,195.95,"""Dutta et al. (2015)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Tea waste biomass""","""Ciprofloxacin""",NaN,NaN,238.10,"""Li et al. (2018b)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Bamboo charcoal""","""Ciprofloxacin""",NaN,NaN,36.02,"""Wang et al. (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Activated Astragalus mongholicus residue""","""Ciprofloxacin""",NaN,NaN,43.668,"""Shang et al. (2016)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H2O2-modified wheat husk""","""Reactofix Red 3BFN""",NaN,NaN,80.37,"""Jain et al. (2006a)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H2SO4-modified sugarcane bagasse""","""Levofloxacin""",NaN,NaN,0.847,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H2SO4-modified sugarcane bagasse""","""Hydrochlorothiazide""",NaN,NaN,1.396,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H2SO4-modified sugarcane bagasse""","""Paracetamol""",NaN,NaN,2.838,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""NaOH-modified sugarcane bagasse""","""Levofloxacin""",NaN,NaN,2.0465,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""NaOH-modified sugarcane bagasse""","""Hydrochlorothiazide""",NaN,NaN,3.655,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""NaOH-modified sugarcane bagasse""","""Paracetamol""",NaN,NaN,1.604,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Urea-modified sugarcane bagasse""","""Levofloxacin""",NaN,NaN,1.8742,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Urea-modified sugarcane bagasse""","""Hydrochlorothiazide""",NaN,NaN,4.117,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Urea-modified sugarcane bagasse""","""Paracetamol""",NaN,NaN,3.096,"""Khan et al. (2012)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified Euphorbia antiquorun L""","""Direct Blue 53""",NaN,NaN,142.35,"""Sivakumar and Palanisamy (2009)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified Euphorbia antiquorun L""","""Reactive Red 4 dye""",NaN,NaN,131.63,"""Sivakumar and Palanisamy (2009)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified akpi shells""","""Imidacloprid""",NaN,NaN,43.48,"""Urbain et al. (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified Silk worm faeces""","""Oxamyl""",NaN,NaN,625.00,"""Mohammad and Ahmed (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""HNO3 modified rice bran""","""Methyl parathion""",NaN,NaN,0.39,"""Akhtar et al. (2007)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""HNO3-modified rice husk""","""Methyl parathion""",NaN,NaN,0.35,"""Akhtar et al. (2007)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""HNO3-modified Moringa oleifera pod""","""Methyl parathion""",NaN,NaN,0.39,"""Ahmad et al. (2010) and Akhtar et al. (2007)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""HNO3-modified sugar cane bagasse""","""Methyl parathion""",NaN,NaN,0.36,"""Akhtar et al. (2007)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified bamboo leaves (citric acid)""","""Methylene blue""",NaN,NaN,725,"""Ghosh and Bandyopadhyay (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""H3PO4-modified Moringa oleifera leaf""","""Reactive blue dye""",NaN,NaN,934.4,"""Bello et al. (2017c)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""ZIF-67/CS@C (corn stalk)""","""Thiamethoxam""",NaN,NaN,133,"""Yang et al. (2022)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""ZIF-67/CS@C (corn stalk)""","""Imidacloprid""",NaN,NaN,189,"""Yang et al. (2022)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Hydrochar from Prunus serrulata bark""","""Atrazine""",NaN,NaN,63.35,"""Netto et al. (2022)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Sulphuric acid treated wheat husk""","""2","4-D""",NaN,NaN,161.1,deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Alkaline-treated wheat straw""","""Chlorsulphuron""",NaN,NaN,337,"""Cara et al. (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Alkaline-treated corn straw""","""Chlorsulphuron""",NaN,NaN,318,"""Cara et al. (2017)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Banana stalk activated carbon""","""Carbofuran""",NaN,NaN,65.33,"""Salman and Hameed (2010)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Activated carbon fibre (viscose fibre-derived)""","""Chlorpyrifos""",NaN,NaN,240,"""Joci\u0107 et al. (2022)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
"""Acid-activated Posidonia oceanica""","""Rhodamine B dye""",NaN,NaN,2681.9,"""Elmorsi et al. (2019)""",deepseek-v4-flash (pdf2text),Modified_biomass_adsorbents_for_removal_of_organic_pollutants_a_review_of_batch_and_optimization_studies
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole (biopolymer IV),Ag(I),6.70,12.91,30.9,Table 2,deepseek-v4-flash (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
unmodified chitosan crosslinked with glutaraldehyde (biopolymer I),Ag(I),6.70,12.91,11.4,Table 2,deepseek-v4-flash (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
LC@PEI-30,Methyl orange,4,10,49.85,Ma et al. 2022,deepseek-v4-flash (pdf2text),Modified_fruit_pericarp_as_an_effective_biosorbent_for_removing_azo_dye_from_aqueous_solution_study_of_adsorption_properties_and_mechanisms
LC@PEI-30,Methyl orange,4,240,257.77,Ma et al. 2022,deepseek-v4-flash (pdf2text),Modified_fruit_pericarp_as_an_effective_biosorbent_for_removing_azo_dye_from_aqueous_solution_study_of_adsorption_properties_and_mechanisms
LC@PEI-65,Methyl orange,4,10,51.55,Ma et al. 2022,deepseek-v4-flash (pdf2text),Modified_fruit_pericarp_as_an_effective_biosorbent_for_removing_azo_dye_from_aqueous_solution_study_of_adsorption_properties_and_mechanisms
LC@PEI-65,Methyl orange,4,240,349.37,Ma et al. 2022,deepseek-v4-flash (pdf2text),Modified_fruit_pericarp_as_an_effective_biosorbent_for_removing_azo_dye_from_aqueous_solution_study_of_adsorption_properties_and_mechanisms
